,top,mid,bot,s1,s2,s3,sc1,sc2
13277,"['03C', '10S', '12C']","['05C', '06H', '08H', '11D', '13S']","['04D', '05H', '07S', '12H', '12S']",12.103,13.118649999999999,27.0754,106.76055000000001,101.7247
13312,"['03C', '10S', '12C']","['05H', '06H', '08H', '11D', '13S']","['04D', '05C', '07S', '12H', '12S']",12.103,13.118649999999999,27.0754,106.76055000000001,101.7247
13529,"['03C', '10S', '12H']","['05C', '06H', '08H', '11D', '13S']","['04D', '05H', '07S', '12C', '12S']",12.103,13.118649999999999,27.0754,106.76055000000001,101.7247
13816,"['03C', '10S', '12S']","['05H', '06H', '08H', '11D', '13S']","['04D', '05C', '07S', '12C', '12H']",12.103,13.118649999999999,27.0754,106.76055000000001,101.7247
48098,"['05H', '10S', '12S']","['05C', '07S', '08H', '11D', '13S']","['03C', '04D', '06H', '12C', '12H']",12.105,13.118749999999999,27.0643,106.76055,101.7218
38774,"['05C', '10S', '12H']","['05H', '07S', '08H', '11D', '13S']","['03C', '04D', '06H', '12C', '12S']",12.105,13.118749999999999,27.0643,106.76055,101.7218
39026,"['05C', '10S', '12S']","['05H', '07S', '08H', '11D', '13S']","['03C', '04D', '06H', '12C', '12H']",12.105,13.118749999999999,27.0643,106.76055,101.7218
47846,"['05H', '10S', '12H']","['05C', '07S', '08H', '11D', '13S']","['03C', '04D', '06H', '12C', '12S']",12.105,13.118749999999999,27.0643,106.76055,101.7218
38522,"['05C', '10S', '12C']","['05H', '07S', '08H', '11D', '13S']","['03C', '04D', '06H', '12H', '12S']",12.105,13.118749999999999,27.0643,106.76055,101.7218
47594,"['05H', '10S', '12C']","['05C', '07S', '08H', '11D', '13S']","['03C', '04D', '06H', '12H', '12S']",12.105,13.118749999999999,27.0643,106.76055,101.7218
27651,"['04D', '10S', '12S']","['05C', '07S', '08H', '11D', '13S']","['03C', '05H', '06H', '12C', '12H']",12.104,13.118749999999999,27.065299999999997,106.75605,101.71879999999999
54902,"['06H', '10S', '12H']","['05C', '07S', '08H', '11D', '13S']","['03C', '04D', '05H', '12C', '12S']",12.106,13.118749999999999,27.0543,106.75605,101.71579999999999
54917,"['06H', '10S', '12H']","['05H', '07S', '08H', '11D', '13S']","['03C', '04D', '05C', '12C', '12S']",12.106,13.118749999999999,27.0543,106.75605,101.71579999999999
27686,"['04D', '10S', '12S']","['05H', '07S', '08H', '11D', '13S']","['03C', '05C', '06H', '12C', '12H']",12.104,13.118749999999999,27.065299999999997,106.75605,101.71879999999999
27434,"['04D', '10S', '12H']","['05H', '07S', '08H', '11D', '13S']","['03C', '05C', '06H', '12C', '12S']",12.104,13.118749999999999,27.065299999999997,106.75605,101.71879999999999
55154,"['06H', '10S', '12S']","['05C', '07S', '08H', '11D', '13S']","['03C', '04D', '05H', '12C', '12H']",12.106,13.118749999999999,27.0543,106.75605,101.71579999999999
55169,"['06H', '10S', '12S']","['05H', '07S', '08H', '11D', '13S']","['03C', '04D', '05C', '12C', '12H']",12.106,13.118749999999999,27.0543,106.75605,101.71579999999999
27399,"['04D', '10S', '12H']","['05C', '07S', '08H', '11D', '13S']","['03C', '05H', '06H', '12C', '12S']",12.104,13.118749999999999,27.065299999999997,106.75605,101.71879999999999
27147,"['04D', '10S', '12C']","['05C', '07S', '08H', '11D', '13S']","['03C', '05H', '06H', '12H', '12S']",12.104,13.118749999999999,27.065299999999997,106.75605,101.71879999999999
27182,"['04D', '10S', '12C']","['05H', '07S', '08H', '11D', '13S']","['03C', '05C', '06H', '12H', '12S']",12.104,13.118749999999999,27.065299999999997,106.75605,101.71879999999999
54665,"['06H', '10S', '12C']","['05H', '07S', '08H', '11D', '13S']","['03C', '04D', '05C', '12H', '12S']",12.106,13.118749999999999,27.0543,106.75605,101.71579999999999
54650,"['06H', '10S', '12C']","['05C', '07S', '08H', '11D', '13S']","['03C', '04D', '05H', '12H', '12S']",12.106,13.118749999999999,27.0543,106.75605,101.71579999999999
13322,"['03C', '10S', '12C']","['05H', '07S', '08H', '11D', '13S']","['04D', '05C', '06H', '12H', '12S']",12.103,13.118749999999999,27.065399999999997,106.75065,101.71489999999999
13539,"['03C', '10S', '12H']","['05C', '07S', '08H', '11D', '13S']","['04D', '05H', '06H', '12C', '12S']",12.103,13.118749999999999,27.065399999999997,106.75065,101.71489999999999
13287,"['03C', '10S', '12C']","['05C', '07S', '08H', '11D', '13S']","['04D', '05H', '06H', '12H', '12S']",12.103,13.118749999999999,27.065399999999997,106.75065,101.71489999999999
13826,"['03C', '10S', '12S']","['05H', '07S', '08H', '11D', '13S']","['04D', '05C', '06H', '12C', '12H']",12.103,13.118749999999999,27.065399999999997,106.75065,101.71489999999999
13791,"['03C', '10S', '12S']","['05C', '07S', '08H', '11D', '13S']","['04D', '05H', '06H', '12C', '12H']",12.103,13.118749999999999,27.065399999999997,106.75065,101.71489999999999
13574,"['03C', '10S', '12H']","['05H', '07S', '08H', '11D', '13S']","['04D', '05C', '06H', '12C', '12S']",12.103,13.118749999999999,27.065399999999997,106.75065,101.71489999999999
47609,"['05H', '10S', '12C']","['06H', '07S', '08H', '11D', '13S']","['03C', '04D', '05C', '12H', '12S']",12.105,13.118759999999998,27.0543,106.75056,101.71182
39041,"['05C', '10S', '12S']","['06H', '07S', '08H', '11D', '13S']","['03C', '04D', '05H', '12C', '12H']",12.105,13.118759999999998,27.0543,106.75056,101.71182
47861,"['05H', '10S', '12H']","['06H', '07S', '08H', '11D', '13S']","['03C', '04D', '05C', '12C', '12S']",12.105,13.118759999999998,27.0543,106.75056,101.71182
38789,"['05C', '10S', '12H']","['06H', '07S', '08H', '11D', '13S']","['03C', '04D', '05H', '12C', '12S']",12.105,13.118759999999998,27.0543,106.75056,101.71182
38537,"['05C', '10S', '12C']","['06H', '07S', '08H', '11D', '13S']","['03C', '04D', '05H', '12H', '12S']",12.105,13.118759999999998,27.0543,106.75056,101.71182
48113,"['05H', '10S', '12S']","['06H', '07S', '08H', '11D', '13S']","['03C', '04D', '05C', '12C', '12H']",12.105,13.118759999999998,27.0543,106.75056,101.71182
58748,"['07S', '08H', '12H']","['03C', '04D', '05H', '11D', '13S']","['05C', '06H', '10S', '12C', '12S']",12.087,13.115430000000002,27.1065,106.70043,101.68536
59062,"['07S', '08H', '12S']","['03C', '05H', '06H', '10S', '13S']","['04D', '05C', '11D', '12C', '12H']",12.087,13.106530000000001,27.115399999999998,106.70043,101.67645999999999
59042,"['07S', '08H', '12S']","['03C', '05C', '06H', '10S', '13S']","['04D', '05H', '11D', '12C', '12H']",12.087,13.106530000000001,27.115399999999998,106.70043,101.67645999999999
58733,"['07S', '08H', '12H']","['03C', '04D', '05C', '11D', '13S']","['05H', '06H', '10S', '12C', '12S']",12.087,13.115430000000002,27.1065,106.70043,101.68536
58790,"['07S', '08H', '12H']","['03C', '05C', '06H', '10S', '13S']","['04D', '05H', '11D', '12C', '12S']",12.087,13.106530000000001,27.115399999999998,106.70043,101.67645999999999
58478,"['07S', '08H', '12C']","['03C', '04D', '05C', '10S', '13S']","['05H', '06H', '11D', '12H', '12S']",12.087,13.105430000000002,27.1165,106.70043,101.67536000000001
59000,"['07S', '08H', '12S']","['03C', '04D', '05H', '11D', '13S']","['05C', '06H', '10S', '12C', '12H']",12.087,13.115430000000002,27.1065,106.70043,101.68536
58481,"['07S', '08H', '12C']","['03C', '04D', '05C', '11D', '13S']","['05H', '06H', '10S', '12H', '12S']",12.087,13.115430000000002,27.1065,106.70043,101.68536
58493,"['07S', '08H', '12C']","['03C', '04D', '05H', '10S', '13S']","['05C', '06H', '11D', '12H', '12S']",12.087,13.105430000000002,27.1165,106.70043,101.67536000000001
58496,"['07S', '08H', '12C']","['03C', '04D', '05H', '11D', '13S']","['05C', '06H', '10S', '12H', '12S']",12.087,13.115430000000002,27.1065,106.70043,101.68536
58538,"['07S', '08H', '12C']","['03C', '05C', '06H', '10S', '13S']","['04D', '05H', '11D', '12H', '12S']",12.087,13.106530000000001,27.115399999999998,106.70043,101.67645999999999
58997,"['07S', '08H', '12S']","['03C', '04D', '05H', '10S', '13S']","['05C', '06H', '11D', '12C', '12H']",12.087,13.105430000000002,27.1165,106.70043,101.67536000000001
58541,"['07S', '08H', '12C']","['03C', '05C', '06H', '11D', '13S']","['04D', '05H', '10S', '12H', '12S']",12.087,13.116530000000001,27.1054,106.70043,101.68646000000001
59065,"['07S', '08H', '12S']","['03C', '05H', '06H', '11D', '13S']","['04D', '05C', '10S', '12C', '12H']",12.087,13.116530000000001,27.1054,106.70043,101.68646000000001
58745,"['07S', '08H', '12H']","['03C', '04D', '05H', '10S', '13S']","['05C', '06H', '11D', '12C', '12S']",12.087,13.105430000000002,27.1165,106.70043,101.67536000000001
58730,"['07S', '08H', '12H']","['03C', '04D', '05C', '10S', '13S']","['05H', '06H', '11D', '12C', '12S']",12.087,13.105430000000002,27.1165,106.70043,101.67536000000001
58558,"['07S', '08H', '12C']","['03C', '05H', '06H', '10S', '13S']","['04D', '05C', '11D', '12H', '12S']",12.087,13.106530000000001,27.115399999999998,106.70043,101.67645999999999
58561,"['07S', '08H', '12C']","['03C', '05H', '06H', '11D', '13S']","['04D', '05C', '10S', '12H', '12S']",12.087,13.116530000000001,27.1054,106.70043,101.68646000000001
58985,"['07S', '08H', '12S']","['03C', '04D', '05C', '11D', '13S']","['05H', '06H', '10S', '12C', '12H']",12.087,13.115430000000002,27.1065,106.70043,101.68536
58982,"['07S', '08H', '12S']","['03C', '04D', '05C', '10S', '13S']","['05H', '06H', '11D', '12C', '12H']",12.087,13.105430000000002,27.1165,106.70043,101.67536000000001
58813,"['07S', '08H', '12H']","['03C', '05H', '06H', '11D', '13S']","['04D', '05C', '10S', '12C', '12S']",12.087,13.116530000000001,27.1054,106.70043,101.68646000000001
58810,"['07S', '08H', '12H']","['03C', '05H', '06H', '10S', '13S']","['04D', '05C', '11D', '12C', '12S']",12.087,13.106530000000001,27.115399999999998,106.70043,101.67645999999999
58793,"['07S', '08H', '12H']","['03C', '05C', '06H', '11D', '13S']","['04D', '05H', '10S', '12C', '12S']",12.087,13.116530000000001,27.1054,106.70043,101.68646000000001
59045,"['07S', '08H', '12S']","['03C', '05C', '06H', '11D', '13S']","['04D', '05H', '10S', '12C', '12H']",12.087,13.116530000000001,27.1054,106.70043,101.68646000000001
58883,"['07S', '08H', '12H']","['04D', '05H', '06H', '11D', '13S']","['03C', '05C', '10S', '12C', '12S']",12.087,13.11654,27.1053,106.70034,101.68638
59115,"['07S', '08H', '12S']","['04D', '05C', '06H', '11D', '13S']","['03C', '05H', '10S', '12C', '12H']",12.087,13.11654,27.1053,106.70034,101.68638
58863,"['07S', '08H', '12H']","['04D', '05C', '06H', '11D', '13S']","['03C', '05H', '10S', '12C', '12S']",12.087,13.11654,27.1053,106.70034,101.68638
59135,"['07S', '08H', '12S']","['04D', '05H', '06H', '11D', '13S']","['03C', '05C', '10S', '12C', '12H']",12.087,13.11654,27.1053,106.70034,101.68638
58631,"['07S', '08H', '12C']","['04D', '05H', '06H', '11D', '13S']","['03C', '05C', '10S', '12H', '12S']",12.087,13.11654,27.1053,106.70034,101.68638
58611,"['07S', '08H', '12C']","['04D', '05C', '06H', '11D', '13S']","['03C', '05H', '10S', '12H', '12S']",12.087,13.11654,27.1053,106.70034,101.68638
58880,"['07S', '08H', '12H']","['04D', '05H', '06H', '10S', '13S']","['03C', '05C', '11D', '12C', '12S']",12.087,13.10654,27.115299999999998,106.70033999999998,101.67638
59112,"['07S', '08H', '12S']","['04D', '05C', '06H', '10S', '13S']","['03C', '05H', '11D', '12C', '12H']",12.087,13.10654,27.115299999999998,106.70033999999998,101.67638
58860,"['07S', '08H', '12H']","['04D', '05C', '06H', '10S', '13S']","['03C', '05H', '11D', '12C', '12S']",12.087,13.10654,27.115299999999998,106.70033999999998,101.67638
58628,"['07S', '08H', '12C']","['04D', '05H', '06H', '10S', '13S']","['03C', '05C', '11D', '12H', '12S']",12.087,13.10654,27.115299999999998,106.70033999999998,101.67638
58608,"['07S', '08H', '12C']","['04D', '05C', '06H', '10S', '13S']","['03C', '05H', '11D', '12H', '12S']",12.087,13.10654,27.115299999999998,106.70033999999998,101.67638
59132,"['07S', '08H', '12S']","['04D', '05H', '06H', '10S', '13S']","['03C', '05C', '11D', '12C', '12H']",12.087,13.10654,27.115299999999998,106.70033999999998,101.67638
53753,"['06H', '08H', '12S']","['03C', '05C', '07S', '11D', '13S']","['04D', '05H', '10S', '12C', '12H']",12.086,13.11753,27.1054,106.69593,101.68446
53501,"['06H', '08H', '12H']","['03C', '05C', '07S', '11D', '13S']","['04D', '05H', '10S', '12C', '12S']",12.086,13.11753,27.1054,106.69593,101.68446
53204,"['06H', '08H', '12C']","['03C', '04D', '05H', '11D', '13S']","['05C', '07S', '10S', '12H', '12S']",12.086,13.115430000000002,27.1075,106.69593,101.68236
53521,"['06H', '08H', '12H']","['03C', '05H', '07S', '11D', '13S']","['04D', '05C', '10S', '12C', '12S']",12.086,13.11753,27.1054,106.69593,101.68446
53269,"['06H', '08H', '12C']","['03C', '05H', '07S', '11D', '13S']","['04D', '05C', '10S', '12H', '12S']",12.086,13.11753,27.1054,106.69593,101.68446
53708,"['06H', '08H', '12S']","['03C', '04D', '05H', '11D', '13S']","['05C', '07S', '10S', '12C', '12H']",12.086,13.115430000000002,27.1075,106.69593,101.68236
53189,"['06H', '08H', '12C']","['03C', '04D', '05C', '11D', '13S']","['05H', '07S', '10S', '12H', '12S']",12.086,13.115430000000002,27.1075,106.69593,101.68236
53773,"['06H', '08H', '12S']","['03C', '05H', '07S', '11D', '13S']","['04D', '05C', '10S', '12C', '12H']",12.086,13.11753,27.1054,106.69593,101.68446
53438,"['06H', '08H', '12H']","['03C', '04D', '05C', '10S', '13S']","['05H', '07S', '11D', '12C', '12S']",12.086,13.105430000000002,27.1175,106.69593,101.67236
53441,"['06H', '08H', '12H']","['03C', '04D', '05C', '11D', '13S']","['05H', '07S', '10S', '12C', '12S']",12.086,13.115430000000002,27.1075,106.69593,101.68236
53453,"['06H', '08H', '12H']","['03C', '04D', '05H', '10S', '13S']","['05C', '07S', '11D', '12C', '12S']",12.086,13.105430000000002,27.1175,106.69593,101.67236
53456,"['06H', '08H', '12H']","['03C', '04D', '05H', '11D', '13S']","['05C', '07S', '10S', '12C', '12S']",12.086,13.115430000000002,27.1075,106.69593,101.68236
53690,"['06H', '08H', '12S']","['03C', '04D', '05C', '10S', '13S']","['05H', '07S', '11D', '12C', '12H']",12.086,13.105430000000002,27.1175,106.69593,101.67236
53693,"['06H', '08H', '12S']","['03C', '04D', '05C', '11D', '13S']","['05H', '07S', '10S', '12C', '12H']",12.086,13.115430000000002,27.1075,106.69593,101.68236
53705,"['06H', '08H', '12S']","['03C', '04D', '05H', '10S', '13S']","['05C', '07S', '11D', '12C', '12H']",12.086,13.105430000000002,27.1175,106.69593,101.67236
53249,"['06H', '08H', '12C']","['03C', '05C', '07S', '11D', '13S']","['04D', '05H', '10S', '12H', '12S']",12.086,13.11753,27.1054,106.69593,101.68446
53186,"['06H', '08H', '12C']","['03C', '04D', '05C', '10S', '13S']","['05H', '07S', '11D', '12H', '12S']",12.086,13.105430000000002,27.1175,106.69593,101.67236
53201,"['06H', '08H', '12C']","['03C', '04D', '05H', '10S', '13S']","['05C', '07S', '11D', '12H', '12S']",12.086,13.105430000000002,27.1175,106.69593,101.67236
53518,"['06H', '08H', '12H']","['03C', '05H', '07S', '10S', '13S']","['04D', '05C', '11D', '12C', '12S']",12.086,13.10753,27.115399999999998,106.69592999999999,101.67446
53750,"['06H', '08H', '12S']","['03C', '05C', '07S', '10S', '13S']","['04D', '05H', '11D', '12C', '12H']",12.086,13.10753,27.115399999999998,106.69592999999999,101.67446
53498,"['06H', '08H', '12H']","['03C', '05C', '07S', '10S', '13S']","['04D', '05H', '11D', '12C', '12S']",12.086,13.10753,27.115399999999998,106.69592999999999,101.67446
53246,"['06H', '08H', '12C']","['03C', '05C', '07S', '10S', '13S']","['04D', '05H', '11D', '12H', '12S']",12.086,13.10753,27.115399999999998,106.69592999999999,101.67446
53770,"['06H', '08H', '12S']","['03C', '05H', '07S', '10S', '13S']","['04D', '05C', '11D', '12C', '12H']",12.086,13.10753,27.115399999999998,106.69592999999999,101.67446
53266,"['06H', '08H', '12C']","['03C', '05H', '07S', '10S', '13S']","['04D', '05C', '11D', '12H', '12S']",12.086,13.10753,27.115399999999998,106.69592999999999,101.67446
53820,"['06H', '08H', '12S']","['04D', '05C', '07S', '10S', '13S']","['03C', '05H', '11D', '12C', '12H']",12.086,13.10754,27.115299999999998,106.69584,101.67437999999999
53591,"['06H', '08H', '12H']","['04D', '05H', '07S', '11D', '13S']","['03C', '05C', '10S', '12C', '12S']",12.086,13.11754,27.1053,106.69584,101.68438
53823,"['06H', '08H', '12S']","['04D', '05C', '07S', '11D', '13S']","['03C', '05H', '10S', '12C', '12H']",12.086,13.11754,27.1053,106.69584,101.68438
53840,"['06H', '08H', '12S']","['04D', '05H', '07S', '10S', '13S']","['03C', '05C', '11D', '12C', '12H']",12.086,13.10754,27.115299999999998,106.69584,101.67437999999999
53588,"['06H', '08H', '12H']","['04D', '05H', '07S', '10S', '13S']","['03C', '05C', '11D', '12C', '12S']",12.086,13.10754,27.115299999999998,106.69584,101.67437999999999
53843,"['06H', '08H', '12S']","['04D', '05H', '07S', '11D', '13S']","['03C', '05C', '10S', '12C', '12H']",12.086,13.11754,27.1053,106.69584,101.68438
53339,"['06H', '08H', '12C']","['04D', '05H', '07S', '11D', '13S']","['03C', '05C', '10S', '12H', '12S']",12.086,13.11754,27.1053,106.69584,101.68438
53568,"['06H', '08H', '12H']","['04D', '05C', '07S', '10S', '13S']","['03C', '05H', '11D', '12C', '12S']",12.086,13.10754,27.115299999999998,106.69584,101.67437999999999
53571,"['06H', '08H', '12H']","['04D', '05C', '07S', '11D', '13S']","['03C', '05H', '10S', '12C', '12S']",12.086,13.11754,27.1053,106.69584,101.68438
53336,"['06H', '08H', '12C']","['04D', '05H', '07S', '10S', '13S']","['03C', '05C', '11D', '12H', '12S']",12.086,13.10754,27.115299999999998,106.69584,101.67437999999999
53319,"['06H', '08H', '12C']","['04D', '05C', '07S', '11D', '13S']","['03C', '05H', '10S', '12H', '12S']",12.086,13.11754,27.1053,106.69584,101.68438
53316,"['06H', '08H', '12C']","['04D', '05C', '07S', '10S', '13S']","['03C', '05H', '11D', '12H', '12S']",12.086,13.10754,27.115299999999998,106.69584,101.67437999999999
37612,"['05C', '08H', '12S']","['03C', '05H', '06H', '10S', '13S']","['04D', '07S', '11D', '12C', '12H']",12.085,13.106530000000001,27.1174,106.69143000000001,101.67046
