,top,mid,bot,s1,s2,s3,sc1,sc2
43890,"['05H', '07S', '08H']","['03C', '04D', '10S', '12C', '13S']","['05C', '06H', '11D', '12H', '12S']",8.075000000000001,13.13043,27.1165,84.65943000000001,85.67736000000001
43892,"['05H', '07S', '08H']","['03C', '04D', '10S', '12H', '13S']","['05C', '06H', '11D', '12C', '12S']",8.075000000000001,13.13043,27.1165,84.65943000000001,85.67736000000001
43883,"['05H', '07S', '08H']","['03C', '04D', '06H', '12S', '13S']","['05C', '10S', '11D', '12C', '12H']",8.075000000000001,13.126430000000001,27.1205,84.65943000000001,85.67336
43882,"['05H', '07S', '08H']","['03C', '04D', '06H', '12H', '13S']","['05C', '10S', '11D', '12C', '12S']",8.075000000000001,13.126430000000001,27.1205,84.65943000000001,85.67336
43880,"['05H', '07S', '08H']","['03C', '04D', '06H', '12C', '13S']","['05C', '10S', '11D', '12H', '12S']",8.075000000000001,13.126430000000001,27.1205,84.65943000000001,85.67336
43925,"['05H', '07S', '08H']","['03C', '05C', '10S', '12C', '13S']","['04D', '06H', '11D', '12H', '12S']",8.075000000000001,13.13053,27.1164,84.65943000000001,85.67746
34821,"['05C', '07S', '08H']","['03C', '04D', '10S', '12S', '13S']","['05H', '06H', '11D', '12C', '12H']",8.075000000000001,13.13043,27.1165,84.65943000000001,85.67736000000001
34820,"['05C', '07S', '08H']","['03C', '04D', '10S', '12H', '13S']","['05H', '06H', '11D', '12C', '12S']",8.075000000000001,13.13043,27.1165,84.65943000000001,85.67736000000001
34818,"['05C', '07S', '08H']","['03C', '04D', '10S', '12C', '13S']","['05H', '06H', '11D', '12H', '12S']",8.075000000000001,13.13043,27.1165,84.65943000000001,85.67736000000001
43918,"['05H', '07S', '08H']","['03C', '05C', '06H', '12S', '13S']","['04D', '10S', '11D', '12C', '12H']",8.075000000000001,13.12653,27.1204,84.65943000000001,85.67346
34810,"['05C', '07S', '08H']","['03C', '04D', '06H', '12H', '13S']","['05H', '10S', '11D', '12C', '12S']",8.075000000000001,13.126430000000001,27.1205,84.65943000000001,85.67336
43927,"['05H', '07S', '08H']","['03C', '05C', '10S', '12H', '13S']","['04D', '06H', '11D', '12C', '12S']",8.075000000000001,13.13053,27.1164,84.65943000000001,85.67746
43928,"['05H', '07S', '08H']","['03C', '05C', '10S', '12S', '13S']","['04D', '06H', '11D', '12C', '12H']",8.075000000000001,13.13053,27.1164,84.65943000000001,85.67746
34808,"['05C', '07S', '08H']","['03C', '04D', '06H', '12C', '13S']","['05H', '10S', '11D', '12H', '12S']",8.075000000000001,13.126430000000001,27.1205,84.65943000000001,85.67336
34856,"['05C', '07S', '08H']","['03C', '05H', '10S', '12S', '13S']","['04D', '06H', '11D', '12C', '12H']",8.075000000000001,13.13053,27.1164,84.65943000000001,85.67746
34843,"['05C', '07S', '08H']","['03C', '05H', '06H', '12C', '13S']","['04D', '10S', '11D', '12H', '12S']",8.075000000000001,13.12653,27.1204,84.65943000000001,85.67346
34845,"['05C', '07S', '08H']","['03C', '05H', '06H', '12H', '13S']","['04D', '10S', '11D', '12C', '12S']",8.075000000000001,13.12653,27.1204,84.65943000000001,85.67346
34846,"['05C', '07S', '08H']","['03C', '05H', '06H', '12S', '13S']","['04D', '10S', '11D', '12C', '12H']",8.075000000000001,13.12653,27.1204,84.65943000000001,85.67346
34855,"['05C', '07S', '08H']","['03C', '05H', '10S', '12H', '13S']","['04D', '06H', '11D', '12C', '12S']",8.075000000000001,13.13053,27.1164,84.65943000000001,85.67746
34853,"['05C', '07S', '08H']","['03C', '05H', '10S', '12C', '13S']","['04D', '06H', '11D', '12H', '12S']",8.075000000000001,13.13053,27.1164,84.65943000000001,85.67746
43988,"['05H', '07S', '08H']","['04D', '05C', '06H', '12S', '13S']","['03C', '10S', '11D', '12C', '12H']",8.075000000000001,13.12654,27.1203,84.65934000000001,85.67338000000001
43987,"['05H', '07S', '08H']","['04D', '05C', '06H', '12H', '13S']","['03C', '10S', '11D', '12C', '12S']",8.075000000000001,13.12654,27.1203,84.65934000000001,85.67338000000001
43985,"['05H', '07S', '08H']","['04D', '05C', '06H', '12C', '13S']","['03C', '10S', '11D', '12H', '12S']",8.075000000000001,13.12654,27.1203,84.65934000000001,85.67338000000001
34916,"['05C', '07S', '08H']","['04D', '05H', '06H', '12S', '13S']","['03C', '10S', '11D', '12C', '12H']",8.075000000000001,13.12654,27.1203,84.65934000000001,85.67338000000001
34915,"['05C', '07S', '08H']","['04D', '05H', '06H', '12H', '13S']","['03C', '10S', '11D', '12C', '12S']",8.075000000000001,13.12654,27.1203,84.65934000000001,85.67338000000001
34913,"['05C', '07S', '08H']","['04D', '05H', '06H', '12C', '13S']","['03C', '10S', '11D', '12H', '12S']",8.075000000000001,13.12654,27.1203,84.65934000000001,85.67338000000001
43995,"['05H', '07S', '08H']","['04D', '05C', '10S', '12C', '13S']","['03C', '06H', '11D', '12H', '12S']",8.075000000000001,13.13054,27.1163,84.65934,85.67738
43997,"['05H', '07S', '08H']","['04D', '05C', '10S', '12H', '13S']","['03C', '06H', '11D', '12C', '12S']",8.075000000000001,13.13054,27.1163,84.65934,85.67738
34925,"['05C', '07S', '08H']","['04D', '05H', '10S', '12H', '13S']","['03C', '06H', '11D', '12C', '12S']",8.075000000000001,13.13054,27.1163,84.65934,85.67738
34926,"['05C', '07S', '08H']","['04D', '05H', '10S', '12S', '13S']","['03C', '06H', '11D', '12C', '12H']",8.075000000000001,13.13054,27.1163,84.65934,85.67738
43998,"['05H', '07S', '08H']","['04D', '05C', '10S', '12S', '13S']","['03C', '06H', '11D', '12C', '12H']",8.075000000000001,13.13054,27.1163,84.65934,85.67738
34923,"['05C', '07S', '08H']","['04D', '05H', '10S', '12C', '13S']","['03C', '06H', '11D', '12H', '12S']",8.075000000000001,13.13054,27.1163,84.65934,85.67738
43865,"['05H', '07S', '08H']","['03C', '04D', '05C', '12C', '13S']","['06H', '10S', '11D', '12H', '12S']",8.075000000000001,13.125430000000001,27.1206,84.65853000000001,85.67146000000001
43868,"['05H', '07S', '08H']","['03C', '04D', '05C', '12S', '13S']","['06H', '10S', '11D', '12C', '12H']",8.075000000000001,13.125430000000001,27.1206,84.65853000000001,85.67146000000001
43867,"['05H', '07S', '08H']","['03C', '04D', '05C', '12H', '13S']","['06H', '10S', '11D', '12C', '12S']",8.075000000000001,13.125430000000001,27.1206,84.65853000000001,85.67146000000001
34793,"['05C', '07S', '08H']","['03C', '04D', '05H', '12C', '13S']","['06H', '10S', '11D', '12H', '12S']",8.075000000000001,13.125430000000001,27.1206,84.65853000000001,85.67146000000001
34796,"['05C', '07S', '08H']","['03C', '04D', '05H', '12S', '13S']","['06H', '10S', '11D', '12C', '12H']",8.075000000000001,13.125430000000001,27.1206,84.65853000000001,85.67146000000001
34795,"['05C', '07S', '08H']","['03C', '04D', '05H', '12H', '13S']","['06H', '10S', '11D', '12C', '12S']",8.075000000000001,13.125430000000001,27.1206,84.65853000000001,85.67146000000001
34876,"['05C', '07S', '08H']","['03C', '06H', '10S', '12S', '13S']","['04D', '05H', '11D', '12C', '12H']",8.075000000000001,13.13063,27.115399999999998,84.65853,85.67666
43945,"['05H', '07S', '08H']","['03C', '06H', '10S', '12C', '13S']","['04D', '05C', '11D', '12H', '12S']",8.075000000000001,13.13063,27.115399999999998,84.65853,85.67666
43947,"['05H', '07S', '08H']","['03C', '06H', '10S', '12H', '13S']","['04D', '05C', '11D', '12C', '12S']",8.075000000000001,13.13063,27.115399999999998,84.65853,85.67666
43948,"['05H', '07S', '08H']","['03C', '06H', '10S', '12S', '13S']","['04D', '05C', '11D', '12C', '12H']",8.075000000000001,13.13063,27.115399999999998,84.65853,85.67666
34873,"['05C', '07S', '08H']","['03C', '06H', '10S', '12C', '13S']","['04D', '05H', '11D', '12H', '12S']",8.075000000000001,13.13063,27.115399999999998,84.65853,85.67666
34875,"['05C', '07S', '08H']","['03C', '06H', '10S', '12H', '13S']","['04D', '05H', '11D', '12C', '12S']",8.075000000000001,13.13063,27.115399999999998,84.65853,85.67666
44018,"['05H', '07S', '08H']","['04D', '06H', '10S', '12S', '13S']","['03C', '05C', '11D', '12C', '12H']",8.075000000000001,13.13064,27.115299999999998,84.65844000000001,85.67658
44017,"['05H', '07S', '08H']","['04D', '06H', '10S', '12H', '13S']","['03C', '05C', '11D', '12C', '12S']",8.075000000000001,13.13064,27.115299999999998,84.65844000000001,85.67658
44015,"['05H', '07S', '08H']","['04D', '06H', '10S', '12C', '13S']","['03C', '05C', '11D', '12H', '12S']",8.075000000000001,13.13064,27.115299999999998,84.65844000000001,85.67658
34943,"['05C', '07S', '08H']","['04D', '06H', '10S', '12C', '13S']","['03C', '05H', '11D', '12H', '12S']",8.075000000000001,13.13064,27.115299999999998,84.65844000000001,85.67658
34945,"['05C', '07S', '08H']","['04D', '06H', '10S', '12H', '13S']","['03C', '05H', '11D', '12C', '12S']",8.075000000000001,13.13064,27.115299999999998,84.65844000000001,85.67658
34946,"['05C', '07S', '08H']","['04D', '06H', '10S', '12S', '13S']","['03C', '05H', '11D', '12C', '12H']",8.075000000000001,13.13064,27.115299999999998,84.65844000000001,85.67658
44052,"['05H', '07S', '08H']","['05C', '06H', '10S', '12H', '13S']","['03C', '04D', '11D', '12C', '12S']",8.075000000000001,13.13065,27.1143,84.65745000000001,85.6756
44050,"['05H', '07S', '08H']","['05C', '06H', '10S', '12C', '13S']","['03C', '04D', '11D', '12H', '12S']",8.075000000000001,13.13065,27.1143,84.65745000000001,85.6756
44053,"['05H', '07S', '08H']","['05C', '06H', '10S', '12S', '13S']","['03C', '04D', '11D', '12C', '12H']",8.075000000000001,13.13065,27.1143,84.65745000000001,85.6756
34978,"['05C', '07S', '08H']","['05H', '06H', '10S', '12C', '13S']","['03C', '04D', '11D', '12H', '12S']",8.075000000000001,13.13065,27.1143,84.65745000000001,85.6756
34980,"['05C', '07S', '08H']","['05H', '06H', '10S', '12H', '13S']","['03C', '04D', '11D', '12C', '12S']",8.075000000000001,13.13065,27.1143,84.65745000000001,85.6756
34981,"['05C', '07S', '08H']","['05H', '06H', '10S', '12S', '13S']","['03C', '04D', '11D', '12C', '12H']",8.075000000000001,13.13065,27.1143,84.65745000000001,85.6756
51007,"['06H', '07S', '08H']","['03C', '05H', '11D', '12C', '13S']","['04D', '05C', '10S', '12H', '12S']",8.076,13.13153,27.1054,84.65493000000001,85.67246
50989,"['06H', '07S', '08H']","['03C', '05C', '11D', '12H', '13S']","['04D', '05H', '10S', '12C', '12S']",8.076,13.13153,27.1054,84.65493000000001,85.67246
50987,"['06H', '07S', '08H']","['03C', '05C', '11D', '12C', '13S']","['04D', '05H', '10S', '12H', '12S']",8.076,13.13153,27.1054,84.65493000000001,85.67246
51010,"['06H', '07S', '08H']","['03C', '05H', '11D', '12S', '13S']","['04D', '05C', '10S', '12C', '12H']",8.076,13.13153,27.1054,84.65493000000001,85.67246
50990,"['06H', '07S', '08H']","['03C', '05C', '11D', '12S', '13S']","['04D', '05H', '10S', '12C', '12H']",8.076,13.13153,27.1054,84.65493000000001,85.67246
51009,"['06H', '07S', '08H']","['03C', '05H', '11D', '12H', '13S']","['04D', '05C', '10S', '12C', '12S']",8.076,13.13153,27.1054,84.65493000000001,85.67246
51060,"['06H', '07S', '08H']","['04D', '05C', '11D', '12S', '13S']","['03C', '05H', '10S', '12C', '12H']",8.076,13.13154,27.1053,84.65484000000001,85.67238
51059,"['06H', '07S', '08H']","['04D', '05C', '11D', '12H', '13S']","['03C', '05H', '10S', '12C', '12S']",8.076,13.13154,27.1053,84.65484000000001,85.67238
51077,"['06H', '07S', '08H']","['04D', '05H', '11D', '12C', '13S']","['03C', '05C', '10S', '12H', '12S']",8.076,13.13154,27.1053,84.65484000000001,85.67238
51079,"['06H', '07S', '08H']","['04D', '05H', '11D', '12H', '13S']","['03C', '05C', '10S', '12C', '12S']",8.076,13.13154,27.1053,84.65484000000001,85.67238
51057,"['06H', '07S', '08H']","['04D', '05C', '11D', '12C', '13S']","['03C', '05H', '10S', '12H', '12S']",8.076,13.13154,27.1053,84.65484000000001,85.67238
51080,"['06H', '07S', '08H']","['04D', '05H', '11D', '12S', '13S']","['03C', '05C', '10S', '12C', '12H']",8.076,13.13154,27.1053,84.65484000000001,85.67238
34824,"['05C', '07S', '08H']","['03C', '04D', '11D', '12C', '13S']","['05H', '06H', '10S', '12H', '12S']",8.075000000000001,13.13143,27.1065,84.65043000000001,85.66936
43899,"['05H', '07S', '08H']","['03C', '04D', '11D', '12S', '13S']","['05C', '06H', '10S', '12C', '12H']",8.075000000000001,13.13143,27.1065,84.65043000000001,85.66936
43896,"['05H', '07S', '08H']","['03C', '04D', '11D', '12C', '13S']","['05C', '06H', '10S', '12H', '12S']",8.075000000000001,13.13143,27.1065,84.65043000000001,85.66936
34826,"['05C', '07S', '08H']","['03C', '04D', '11D', '12H', '13S']","['05H', '06H', '10S', '12C', '12S']",8.075000000000001,13.13143,27.1065,84.65043000000001,85.66936
34827,"['05C', '07S', '08H']","['03C', '04D', '11D', '12S', '13S']","['05H', '06H', '10S', '12C', '12H']",8.075000000000001,13.13143,27.1065,84.65043000000001,85.66936
43898,"['05H', '07S', '08H']","['03C', '04D', '11D', '12H', '13S']","['05C', '06H', '10S', '12C', '12S']",8.075000000000001,13.13143,27.1065,84.65043000000001,85.66936
34859,"['05C', '07S', '08H']","['03C', '05H', '11D', '12C', '13S']","['04D', '06H', '10S', '12H', '12S']",8.075000000000001,13.13153,27.1064,84.65043,85.66946000000002
34861,"['05C', '07S', '08H']","['03C', '05H', '11D', '12H', '13S']","['04D', '06H', '10S', '12C', '12S']",8.075000000000001,13.13153,27.1064,84.65043,85.66946000000002
43931,"['05H', '07S', '08H']","['03C', '05C', '11D', '12C', '13S']","['04D', '06H', '10S', '12H', '12S']",8.075000000000001,13.13153,27.1064,84.65043,85.66946000000002
34862,"['05C', '07S', '08H']","['03C', '05H', '11D', '12S', '13S']","['04D', '06H', '10S', '12C', '12H']",8.075000000000001,13.13153,27.1064,84.65043,85.66946000000002
43934,"['05H', '07S', '08H']","['03C', '05C', '11D', '12S', '13S']","['04D', '06H', '10S', '12C', '12H']",8.075000000000001,13.13153,27.1064,84.65043,85.66946000000002
43933,"['05H', '07S', '08H']","['03C', '05C', '11D', '12H', '13S']","['04D', '06H', '10S', '12C', '12S']",8.075000000000001,13.13153,27.1064,84.65043,85.66946000000002
44004,"['05H', '07S', '08H']","['04D', '05C', '11D', '12S', '13S']","['03C', '06H', '10S', '12C', '12H']",8.075000000000001,13.13154,27.1063,84.65034000000001,85.66938
44003,"['05H', '07S', '08H']","['04D', '05C', '11D', '12H', '13S']","['03C', '06H', '10S', '12C', '12S']",8.075000000000001,13.13154,27.1063,84.65034000000001,85.66938
44001,"['05H', '07S', '08H']","['04D', '05C', '11D', '12C', '13S']","['03C', '06H', '10S', '12H', '12S']",8.075000000000001,13.13154,27.1063,84.65034000000001,85.66938
34929,"['05C', '07S', '08H']","['04D', '05H', '11D', '12C', '13S']","['03C', '06H', '10S', '12H', '12S']",8.075000000000001,13.13154,27.1063,84.65034000000001,85.66938
34931,"['05C', '07S', '08H']","['04D', '05H', '11D', '12H', '13S']","['03C', '06H', '10S', '12C', '12S']",8.075000000000001,13.13154,27.1063,84.65034000000001,85.66938
34932,"['05C', '07S', '08H']","['04D', '05H', '11D', '12S', '13S']","['03C', '06H', '10S', '12C', '12H']",8.075000000000001,13.13154,27.1063,84.65034000000001,85.66938
43954,"['05H', '07S', '08H']","['03C', '06H', '11D', '12S', '13S']","['04D', '05C', '10S', '12C', '12H']",8.075000000000001,13.13163,27.1054,84.64953000000001,85.66866
43951,"['05H', '07S', '08H']","['03C', '06H', '11D', '12C', '13S']","['04D', '05C', '10S', '12H', '12S']",8.075000000000001,13.13163,27.1054,84.64953000000001,85.66866
43953,"['05H', '07S', '08H']","['03C', '06H', '11D', '12H', '13S']","['04D', '05C', '10S', '12C', '12S']",8.075000000000001,13.13163,27.1054,84.64953000000001,85.66866
34882,"['05C', '07S', '08H']","['03C', '06H', '11D', '12S', '13S']","['04D', '05H', '10S', '12C', '12H']",8.075000000000001,13.13163,27.1054,84.64953000000001,85.66866
34881,"['05C', '07S', '08H']","['03C', '06H', '11D', '12H', '13S']","['04D', '05H', '10S', '12C', '12S']",8.075000000000001,13.13163,27.1054,84.64953000000001,85.66866
34879,"['05C', '07S', '08H']","['03C', '06H', '11D', '12C', '13S']","['04D', '05H', '10S', '12H', '12S']",8.075000000000001,13.13163,27.1054,84.64953000000001,85.66866
44023,"['05H', '07S', '08H']","['04D', '06H', '11D', '12H', '13S']","['03C', '05C', '10S', '12C', '12S']",8.075000000000001,13.131639999999999,27.1053,84.64944,85.66858
44021,"['05H', '07S', '08H']","['04D', '06H', '11D', '12C', '13S']","['03C', '05C', '10S', '12H', '12S']",8.075000000000001,13.131639999999999,27.1053,84.64944,85.66858
44024,"['05H', '07S', '08H']","['04D', '06H', '11D', '12S', '13S']","['03C', '05C', '10S', '12C', '12H']",8.075000000000001,13.131639999999999,27.1053,84.64944,85.66858
34949,"['05C', '07S', '08H']","['04D', '06H', '11D', '12C', '13S']","['03C', '05H', '10S', '12H', '12S']",8.075000000000001,13.131639999999999,27.1053,84.64944,85.66858
34951,"['05C', '07S', '08H']","['04D', '06H', '11D', '12H', '13S']","['03C', '05H', '10S', '12C', '12S']",8.075000000000001,13.131639999999999,27.1053,84.64944,85.66858
34952,"['05C', '07S', '08H']","['04D', '06H', '11D', '12S', '13S']","['03C', '05H', '10S', '12C', '12H']",8.075000000000001,13.131639999999999,27.1053,84.64944,85.66858
9618,"['03C', '07S', '08H']","['04D', '05C', '10S', '12C', '13S']","['05H', '06H', '11D', '12H', '12S']",8.073,13.13054,27.1165,84.64854,85.66958
9620,"['03C', '07S', '08H']","['04D', '05C', '10S', '12H', '13S']","['05H', '06H', '11D', '12C', '12S']",8.073,13.13054,27.1165,84.64854,85.66958
9653,"['03C', '07S', '08H']","['04D', '05H', '10S', '12C', '13S']","['05C', '06H', '11D', '12H', '12S']",8.073,13.13054,27.1165,84.64854,85.66958
9611,"['03C', '07S', '08H']","['04D', '05C', '06H', '12S', '13S']","['05H', '10S', '11D', '12C', '12H']",8.073,13.12654,27.1205,84.64854,85.66558
9621,"['03C', '07S', '08H']","['04D', '05C', '10S', '12S', '13S']","['05H', '06H', '11D', '12C', '12H']",8.073,13.13054,27.1165,84.64854,85.66958
9643,"['03C', '07S', '08H']","['04D', '05H', '06H', '12C', '13S']","['05C', '10S', '11D', '12H', '12S']",8.073,13.12654,27.1205,84.64854,85.66558
9645,"['03C', '07S', '08H']","['04D', '05H', '06H', '12H', '13S']","['05C', '10S', '11D', '12C', '12S']",8.073,13.12654,27.1205,84.64854,85.66558
9646,"['03C', '07S', '08H']","['04D', '05H', '06H', '12S', '13S']","['05C', '10S', '11D', '12C', '12H']",8.073,13.12654,27.1205,84.64854,85.66558
9610,"['03C', '07S', '08H']","['04D', '05C', '06H', '12H', '13S']","['05H', '10S', '11D', '12C', '12S']",8.073,13.12654,27.1205,84.64854,85.66558
9655,"['03C', '07S', '08H']","['04D', '05H', '10S', '12H', '13S']","['05C', '06H', '11D', '12C', '12S']",8.073,13.13054,27.1165,84.64854,85.66958
9656,"['03C', '07S', '08H']","['04D', '05H', '10S', '12S', '13S']","['05C', '06H', '11D', '12C', '12H']",8.073,13.13054,27.1165,84.64854,85.66958
9608,"['03C', '07S', '08H']","['04D', '05C', '06H', '12C', '13S']","['05H', '10S', '11D', '12H', '12S']",8.073,13.12654,27.1205,84.64854,85.66558
44059,"['05H', '07S', '08H']","['05C', '06H', '11D', '12S', '13S']","['03C', '04D', '10S', '12C', '12H']",8.075000000000001,13.131649999999999,27.104300000000002,84.64845000000001,85.6676
34987,"['05C', '07S', '08H']","['05H', '06H', '11D', '12S', '13S']","['03C', '04D', '10S', '12C', '12H']",8.075000000000001,13.131649999999999,27.104300000000002,84.64845000000001,85.6676
44058,"['05H', '07S', '08H']","['05C', '06H', '11D', '12H', '13S']","['03C', '04D', '10S', '12C', '12S']",8.075000000000001,13.131649999999999,27.104300000000002,84.64845000000001,85.6676
34984,"['05C', '07S', '08H']","['05H', '06H', '11D', '12C', '13S']","['03C', '04D', '10S', '12H', '12S']",8.075000000000001,13.131649999999999,27.104300000000002,84.64845000000001,85.6676
34986,"['05C', '07S', '08H']","['05H', '06H', '11D', '12H', '13S']","['03C', '04D', '10S', '12C', '12S']",8.075000000000001,13.131649999999999,27.104300000000002,84.64845000000001,85.6676
44056,"['05H', '07S', '08H']","['05C', '06H', '11D', '12C', '13S']","['03C', '04D', '10S', '12H', '12S']",8.075000000000001,13.131649999999999,27.104300000000002,84.64845000000001,85.6676
9778,"['03C', '07S', '08H']","['05H', '06H', '10S', '12C', '13S']","['04D', '05C', '11D', '12H', '12S']",8.073,13.13065,27.115399999999998,84.64755,85.6687
9781,"['03C', '07S', '08H']","['05H', '06H', '10S', '12S', '13S']","['04D', '05C', '11D', '12C', '12H']",8.073,13.13065,27.115399999999998,84.64755,85.6687
9743,"['03C', '07S', '08H']","['05C', '06H', '10S', '12C', '13S']","['04D', '05H', '11D', '12H', '12S']",8.073,13.13065,27.115399999999998,84.64755,85.6687
9745,"['03C', '07S', '08H']","['05C', '06H', '10S', '12H', '13S']","['04D', '05H', '11D', '12C', '12S']",8.073,13.13065,27.115399999999998,84.64755,85.6687
9746,"['03C', '07S', '08H']","['05C', '06H', '10S', '12S', '13S']","['04D', '05H', '11D', '12C', '12H']",8.073,13.13065,27.115399999999998,84.64755,85.6687
9780,"['03C', '07S', '08H']","['05H', '06H', '10S', '12H', '13S']","['04D', '05C', '11D', '12C', '12S']",8.073,13.13065,27.115399999999998,84.64755,85.6687
9661,"['03C', '07S', '08H']","['04D', '05H', '11D', '12H', '13S']","['05C', '06H', '10S', '12C', '12S']",8.073,13.13154,27.1065,84.63954,85.66158
9624,"['03C', '07S', '08H']","['04D', '05C', '11D', '12C', '13S']","['05H', '06H', '10S', '12H', '12S']",8.073,13.13154,27.1065,84.63954,85.66158
9659,"['03C', '07S', '08H']","['04D', '05H', '11D', '12C', '13S']","['05C', '06H', '10S', '12H', '12S']",8.073,13.13154,27.1065,84.63954,85.66158
9627,"['03C', '07S', '08H']","['04D', '05C', '11D', '12S', '13S']","['05H', '06H', '10S', '12C', '12H']",8.073,13.13154,27.1065,84.63954,85.66158
9626,"['03C', '07S', '08H']","['04D', '05C', '11D', '12H', '13S']","['05H', '06H', '10S', '12C', '12S']",8.073,13.13154,27.1065,84.63954,85.66158
9662,"['03C', '07S', '08H']","['04D', '05H', '11D', '12S', '13S']","['05C', '06H', '10S', '12C', '12H']",8.073,13.13154,27.1065,84.63954,85.66158
9751,"['03C', '07S', '08H']","['05C', '06H', '11D', '12H', '13S']","['04D', '05H', '10S', '12C', '12S']",8.073,13.131649999999999,27.1054,84.63855,85.6607
9749,"['03C', '07S', '08H']","['05C', '06H', '11D', '12C', '13S']","['04D', '05H', '10S', '12H', '12S']",8.073,13.131649999999999,27.1054,84.63855,85.6607
9752,"['03C', '07S', '08H']","['05C', '06H', '11D', '12S', '13S']","['04D', '05H', '10S', '12C', '12H']",8.073,13.131649999999999,27.1054,84.63855,85.6607
9784,"['03C', '07S', '08H']","['05H', '06H', '11D', '12C', '13S']","['04D', '05C', '10S', '12H', '12S']",8.073,13.131649999999999,27.1054,84.63855,85.6607
9786,"['03C', '07S', '08H']","['05H', '06H', '11D', '12H', '13S']","['04D', '05C', '10S', '12C', '12S']",8.073,13.131649999999999,27.1054,84.63855,85.6607
9787,"['03C', '07S', '08H']","['05H', '06H', '11D', '12S', '13S']","['04D', '05C', '10S', '12C', '12H']",8.073,13.131649999999999,27.1054,84.63855,85.6607
34891,"['05C', '07S', '08H']","['03C', '10S', '11D', '12H', '13S']","['04D', '05H', '06H', '12C', '12S']",8.075000000000001,13.132029999999999,27.065399999999997,84.60993,85.62946
43964,"['05H', '07S', '08H']","['03C', '10S', '11D', '12S', '13S']","['04D', '05C', '06H', '12C', '12H']",8.075000000000001,13.132029999999999,27.065399999999997,84.60993,85.62946
43963,"['05H', '07S', '08H']","['03C', '10S', '11D', '12H', '13S']","['04D', '05C', '06H', '12C', '12S']",8.075000000000001,13.132029999999999,27.065399999999997,84.60993,85.62946
43961,"['05H', '07S', '08H']","['03C', '10S', '11D', '12C', '13S']","['04D', '05C', '06H', '12H', '12S']",8.075000000000001,13.132029999999999,27.065399999999997,84.60993,85.62946
34892,"['05C', '07S', '08H']","['03C', '10S', '11D', '12S', '13S']","['04D', '05H', '06H', '12C', '12H']",8.075000000000001,13.132029999999999,27.065399999999997,84.60993,85.62946
34889,"['05C', '07S', '08H']","['03C', '10S', '11D', '12C', '13S']","['04D', '05H', '06H', '12H', '12S']",8.075000000000001,13.132029999999999,27.065399999999997,84.60993,85.62946
44034,"['05H', '07S', '08H']","['04D', '10S', '11D', '12S', '13S']","['03C', '05C', '06H', '12C', '12H']",8.075000000000001,13.132039999999998,27.065299999999997,84.60984,85.62938
34962,"['05C', '07S', '08H']","['04D', '10S', '11D', '12S', '13S']","['03C', '05H', '06H', '12C', '12H']",8.075000000000001,13.132039999999998,27.065299999999997,84.60984,85.62938
34959,"['05C', '07S', '08H']","['04D', '10S', '11D', '12C', '13S']","['03C', '05H', '06H', '12H', '12S']",8.075000000000001,13.132039999999998,27.065299999999997,84.60984,85.62938
34961,"['05C', '07S', '08H']","['04D', '10S', '11D', '12H', '13S']","['03C', '05H', '06H', '12C', '12S']",8.075000000000001,13.132039999999998,27.065299999999997,84.60984,85.62938
44031,"['05H', '07S', '08H']","['04D', '10S', '11D', '12C', '13S']","['03C', '05C', '06H', '12H', '12S']",8.075000000000001,13.132039999999998,27.065299999999997,84.60984,85.62938
44033,"['05H', '07S', '08H']","['04D', '10S', '11D', '12H', '13S']","['03C', '05C', '06H', '12C', '12S']",8.075000000000001,13.132039999999998,27.065299999999997,84.60984,85.62938
34994,"['05C', '07S', '08H']","['05H', '10S', '11D', '12C', '13S']","['03C', '04D', '06H', '12H', '12S']",8.075000000000001,13.132049999999998,27.0643,84.60885,85.6284
34997,"['05C', '07S', '08H']","['05H', '10S', '11D', '12S', '13S']","['03C', '04D', '06H', '12C', '12H']",8.075000000000001,13.132049999999998,27.0643,84.60885,85.6284
34996,"['05C', '07S', '08H']","['05H', '10S', '11D', '12H', '13S']","['03C', '04D', '06H', '12C', '12S']",8.075000000000001,13.132049999999998,27.0643,84.60885,85.6284
44066,"['05H', '07S', '08H']","['05C', '10S', '11D', '12C', '13S']","['03C', '04D', '06H', '12H', '12S']",8.075000000000001,13.132049999999998,27.0643,84.60885,85.6284
44068,"['05H', '07S', '08H']","['05C', '10S', '11D', '12H', '13S']","['03C', '04D', '06H', '12C', '12S']",8.075000000000001,13.132049999999998,27.0643,84.60885,85.6284
44069,"['05H', '07S', '08H']","['05C', '10S', '11D', '12S', '13S']","['03C', '04D', '06H', '12C', '12H']",8.075000000000001,13.132049999999998,27.0643,84.60885,85.6284
42116,"['05H', '06H', '08H']","['03C', '04D', '07S', '12C', '13S']","['05C', '10S', '11D', '12H', '12S']",8.065000000000001,13.12743,27.1205,84.60543000000001,85.63536
42118,"['05H', '06H', '08H']","['03C', '04D', '07S', '12H', '13S']","['05C', '10S', '11D', '12C', '12S']",8.065000000000001,13.12743,27.1205,84.60543000000001,85.63536
42119,"['05H', '06H', '08H']","['03C', '04D', '07S', '12S', '13S']","['05C', '10S', '11D', '12C', '12H']",8.065000000000001,13.12743,27.1205,84.60543000000001,85.63536
42126,"['05H', '06H', '08H']","['03C', '04D', '10S', '12C', '13S']","['05C', '07S', '11D', '12H', '12S']",8.065000000000001,13.13043,27.1175,84.60543000000001,85.63836
