hand,value,handvalue,score
"('10D', '06C', '02D', '13S', '06H')",21.1402,,652571.0
"('06C', '13S', '08H', '09S', '06H')",21.1398,,652424.0
"('06C', '13S', '09S', '07D', '06H')",21.139699999999998,,652276.0
"('06C', '05S', '13S', '09S', '06H')",21.139499999999998,,652128.0
"('06C', '13S', '04C', '09S', '06H')",21.1394,,651980.0
"('06C', '03S', '13S', '09S', '06H')",21.1393,,651833.0
"('06C', '02D', '13S', '09S', '06H')",21.1392,,651685.0
"('06C', '13S', '08H', '07D', '06H')",21.138699999999996,,651537.0
"('06C', '05S', '13S', '08H', '06H')",21.138499999999997,,651389.0
"('06C', '13S', '08H', '04C', '06H')",21.138399999999997,,651242.0
"('06C', '03S', '13S', '08H', '06H')",21.138299999999997,,651094.0
"('06C', '02D', '13S', '08H', '06H')",21.138199999999998,,650946.0
"('06C', '05S', '13S', '07D', '06H')",21.1375,,650798.0
"('06C', '13S', '04C', '07D', '06H')",21.1374,,650651.0
"('06C', '03S', '13S', '07D', '06H')",21.1373,,650503.0
"('06C', '02D', '13S', '07D', '06H')",21.1372,,650355.0
"('06C', '05S', '13S', '04C', '06H')",21.135399999999997,,650207.0
"('06C', '03S', '05S', '13S', '06H')",21.135299999999997,,650060.0
"('06C', '02D', '05S', '13S', '06H')",21.135199999999998,,649912.0
"('06C', '03S', '13S', '04C', '06H')",21.1343,,649764.0
"('06C', '02D', '13S', '04C', '06H')",21.1342,,649616.0
"('06C', '03S', '02D', '13S', '06H')",21.1332,,649469.0
"('11D', '10D', '06C', '12D', '06H')",21.132,,649321.0
"('11D', '06C', '12D', '09S', '06H')",21.1319,,649173.0
"('11D', '06C', '12D', '08H', '06H')",21.131800000000002,,649025.0
"('11D', '06C', '12D', '07D', '06H')",21.1317,,648878.0
"('11D', '06C', '12D', '05S', '06H')",21.1315,,648730.0
"('11D', '06C', '12D', '04C', '06H')",21.1314,,648582.0
"('11D', '06C', '03S', '12D', '06H')",21.1313,,648434.0
"('11D', '06C', '12D', '02D', '06H')",21.1312,,648287.0
"('10D', '06C', '12D', '09S', '06H')",21.130900000000004,,648139.0
"('10D', '06C', '12D', '08H', '06H')",21.130800000000004,,647991.0
"('10D', '06C', '12D', '07D', '06H')",21.1307,,647843.0
"('10D', '06C', '12D', '05S', '06H')",21.1305,,647696.0
"('10D', '06C', '12D', '04C', '06H')",21.1304,,647548.0
"('10D', '06C', '03S', '12D', '06H')",21.130300000000002,,647400.0
"('10D', '06C', '12D', '02D', '06H')",21.130200000000002,,647252.0
"('06C', '12D', '08H', '09S', '06H')",21.129800000000003,,647105.0
"('06C', '12D', '09S', '07D', '06H')",21.1297,,646957.0
"('06C', '12D', '05S', '09S', '06H')",21.1295,,646809.0
"('06C', '12D', '04C', '09S', '06H')",21.1294,,646661.0
"('06C', '03S', '12D', '09S', '06H')",21.1293,,646514.0
"('06C', '12D', '02D', '09S', '06H')",21.1292,,646366.0
"('06C', '12D', '08H', '07D', '06H')",21.1287,,646218.0
"('06C', '12D', '05S', '08H', '06H')",21.1285,,646070.0
"('06C', '12D', '08H', '04C', '06H')",21.1284,,645923.0
"('06C', '03S', '12D', '08H', '06H')",21.1283,,645775.0
"('06C', '12D', '02D', '08H', '06H')",21.1282,,645627.0
"('06C', '12D', '05S', '07D', '06H')",21.1275,,645479.0
"('06C', '12D', '04C', '07D', '06H')",21.1274,,645332.0
"('06C', '03S', '12D', '07D', '06H')",21.1273,,645184.0
"('06C', '12D', '02D', '07D', '06H')",21.127200000000002,,645036.0
"('06C', '12D', '05S', '04C', '06H')",21.1254,,644888.0
"('06C', '03S', '12D', '05S', '06H')",21.1253,,644741.0
"('06C', '12D', '02D', '05S', '06H')",21.1252,,644593.0
"('06C', '03S', '12D', '04C', '06H')",21.1243,,644445.0
"('06C', '12D', '02D', '04C', '06H')",21.124200000000002,,644297.0
"('06C', '03S', '12D', '02D', '06H')",21.1232,,644150.0
"('11D', '10D', '06C', '09S', '06H')",21.120900000000002,,644002.0
"('11D', '10D', '06C', '08H', '06H')",21.120800000000003,,643854.0
"('11D', '10D', '06C', '07D', '06H')",21.1207,,643706.0
"('11D', '10D', '06C', '05S', '06H')",21.1205,,643559.0
"('11D', '10D', '06C', '04C', '06H')",21.1204,,643411.0
"('11D', '10D', '06C', '03S', '06H')",21.1203,,643263.0
"('11D', '10D', '06C', '02D', '06H')",21.1202,,643115.0
"('11D', '06C', '08H', '09S', '06H')",21.1198,,642968.0
"('11D', '06C', '09S', '07D', '06H')",21.119699999999998,,642820.0
"('11D', '06C', '05S', '09S', '06H')",21.1195,,642672.0
"('11D', '06C', '04C', '09S', '06H')",21.1194,,642524.0
"('11D', '06C', '03S', '09S', '06H')",21.1193,,642377.0
"('11D', '06C', '02D', '09S', '06H')",21.1192,,642229.0
"('11D', '06C', '08H', '07D', '06H')",21.118699999999997,,642081.0
"('11D', '06C', '05S', '08H', '06H')",21.118499999999997,,641933.0
"('11D', '06C', '08H', '04C', '06H')",21.118399999999998,,641786.0
"('11D', '06C', '03S', '08H', '06H')",21.118299999999998,,641638.0
"('11D', '06C', '02D', '08H', '06H')",21.118199999999998,,641490.0
"('11D', '06C', '05S', '07D', '06H')",21.1175,,641342.0
"('11D', '06C', '04C', '07D', '06H')",21.1174,,641195.0
"('11D', '06C', '03S', '07D', '06H')",21.1173,,641047.0
"('11D', '06C', '02D', '07D', '06H')",21.1172,,640899.0
"('11D', '06C', '05S', '04C', '06H')",21.115399999999998,,640751.0
"('11D', '06C', '03S', '05S', '06H')",21.115299999999998,,640604.0
"('11D', '06C', '02D', '05S', '06H')",21.115199999999998,,640456.0
"('11D', '06C', '03S', '04C', '06H')",21.1143,,640308.0
"('11D', '06C', '02D', '04C', '06H')",21.1142,,640160.0
"('11D', '06C', '03S', '02D', '06H')",21.1132,,640013.0
"('10D', '06C', '08H', '09S', '06H')",21.109800000000003,,639865.0
"('10D', '06C', '09S', '07D', '06H')",21.1097,,639717.0
"('10D', '06C', '05S', '09S', '06H')",21.1095,,639569.0
"('10D', '06C', '04C', '09S', '06H')",21.1094,,639422.0
"('10D', '06C', '03S', '09S', '06H')",21.1093,,639274.0
"('10D', '06C', '02D', '09S', '06H')",21.1092,,639126.0
"('10D', '06C', '08H', '07D', '06H')",21.1087,,638978.0
"('10D', '06C', '05S', '08H', '06H')",21.1085,,638831.0
"('10D', '06C', '08H', '04C', '06H')",21.1084,,638683.0
"('10D', '06C', '03S', '08H', '06H')",21.1083,,638535.0
"('10D', '06C', '02D', '08H', '06H')",21.1082,,638387.0
"('10D', '06C', '05S', '07D', '06H')",21.1075,,638240.0
"('10D', '06C', '04C', '07D', '06H')",21.107400000000002,,638092.0
"('10D', '06C', '03S', '07D', '06H')",21.107300000000002,,637944.0
"('10D', '06C', '02D', '07D', '06H')",21.107200000000002,,637796.0
"('10D', '06C', '05S', '04C', '06H')",21.1054,,637649.0
"('10D', '06C', '03S', '05S', '06H')",21.1053,,637501.0
"('10D', '06C', '02D', '05S', '06H')",21.1052,,637353.0
"('10D', '06C', '03S', '04C', '06H')",21.104300000000002,,637205.0
"('10D', '06C', '02D', '04C', '06H')",21.104200000000002,,637058.0
"('10D', '06C', '03S', '02D', '06H')",21.1032,,636910.0
"('06C', '08H', '09S', '07D', '06H')",21.098699999999997,,636762.0
"('06C', '05S', '08H', '09S', '06H')",21.098499999999998,,636614.0
"('06C', '08H', '04C', '09S', '06H')",21.098399999999998,,636467.0
"('06C', '03S', '08H', '09S', '06H')",21.0983,,636319.0
"('06C', '02D', '08H', '09S', '06H')",21.0982,,636171.0
"('06C', '05S', '09S', '07D', '06H')",21.0975,,636023.0
"('06C', '04C', '09S', '07D', '06H')",21.0974,,635876.0
"('06C', '03S', '09S', '07D', '06H')",21.0973,,635728.0
"('06C', '02D', '09S', '07D', '06H')",21.0972,,635580.0
"('06C', '05S', '04C', '09S', '06H')",21.095399999999998,,635432.0
"('06C', '03S', '05S', '09S', '06H')",21.095299999999998,,635284.0
"('06C', '02D', '05S', '09S', '06H')",21.0952,,635137.0
"('06C', '03S', '04C', '09S', '06H')",21.0943,,634989.0
"('06C', '02D', '04C', '09S', '06H')",21.0942,,634841.0
"('06C', '03S', '02D', '09S', '06H')",21.0932,,634693.0
"('06C', '05S', '08H', '07D', '06H')",21.0875,,634546.0
"('06C', '08H', '04C', '07D', '06H')",21.0874,,634398.0
"('06C', '03S', '08H', '07D', '06H')",21.0873,,634250.0
"('06C', '02D', '08H', '07D', '06H')",21.0872,,634102.0
"('06C', '05S', '08H', '04C', '06H')",21.085399999999996,,633955.0
"('06C', '03S', '05S', '08H', '06H')",21.085299999999997,,633807.0
"('06C', '02D', '05S', '08H', '06H')",21.085199999999997,,633659.0
"('06C', '03S', '08H', '04C', '06H')",21.0843,,633511.0
"('06C', '02D', '08H', '04C', '06H')",21.0842,,633364.0
"('06C', '03S', '02D', '08H', '06H')",21.083199999999998,,633216.0
"('06C', '05S', '04C', '07D', '06H')",21.0754,,633068.0
"('06C', '03S', '05S', '07D', '06H')",21.0753,,632920.0
"('06C', '02D', '05S', '07D', '06H')",21.0752,,632773.0
"('06C', '03S', '04C', '07D', '06H')",21.0743,,632625.0
"('06C', '02D', '04C', '07D', '06H')",21.0742,,632477.0
"('06C', '03S', '02D', '07D', '06H')",21.0732,,632329.0
"('06C', '03S', '05S', '04C', '06H')",21.0543,,632182.0
"('06C', '02D', '05S', '04C', '06H')",21.0542,,632034.0
"('06C', '03S', '02D', '05S', '06H')",21.0532,,631886.0
"('06C', '03S', '02D', '04C', '06H')",21.0432,,631738.0
"('12D', '05S', '14S', '13S', '05D')",20.154200000000003,,631591.0
"('11D', '05S', '14S', '13S', '05D')",20.154100000000003,,631443.0
"('10D', '05S', '14S', '13S', '05D')",20.154000000000003,,631295.0
"('05S', '14S', '13S', '09S', '05D')",20.153900000000004,,631147.0
"('05S', '14S', '13S', '08H', '05D')",20.153800000000004,,631000.0
"('05S', '14S', '13S', '05D', '07D')",20.1537,,630852.0
"('06C', '05S', '14S', '13S', '05D')",20.1536,,630704.0
"('05S', '14S', '13S', '04C', '05D')",20.1534,,630556.0
"('03S', '05S', '14S', '13S', '05D')",20.1533,,630409.0
"('02D', '05S', '14S', '13S', '05D')",20.153200000000002,,630261.0
"('11D', '12D', '05S', '14S', '05D')",20.153100000000002,,630113.0
"('10D', '12D', '05S', '14S', '05D')",20.153000000000002,,629965.0
"('12D', '05S', '14S', '09S', '05D')",20.152900000000002,,629818.0
"('12D', '05S', '14S', '08H', '05D')",20.152800000000003,,629670.0
"('12D', '05S', '14S', '05D', '07D')",20.1527,,629522.0
"('06C', '12D', '05S', '14S', '05D')",20.1526,,629374.0
"('12D', '05S', '14S', '04C', '05D')",20.1524,,629227.0
"('03S', '12D', '05S', '14S', '05D')",20.1523,,629079.0
"('12D', '02D', '05S', '14S', '05D')",20.1522,,628931.0
"('11D', '10D', '05S', '14S', '05D')",20.152,,628783.0
"('11D', '05S', '14S', '09S', '05D')",20.1519,,628636.0
"('11D', '05S', '14S', '08H', '05D')",20.1518,,628488.0
"('11D', '05S', '14S', '05D', '07D')",20.151699999999998,,628340.0
"('11D', '06C', '05S', '14S', '05D')",20.1516,,628192.0
"('11D', '05S', '14S', '04C', '05D')",20.1514,,628045.0
"('11D', '03S', '05S', '14S', '05D')",20.1513,,627897.0
"('11D', '02D', '05S', '14S', '05D')",20.1512,,627749.0
"('10D', '05S', '14S', '09S', '05D')",20.150900000000004,,627601.0
"('10D', '05S', '14S', '08H', '05D')",20.150800000000004,,627454.0
"('10D', '05S', '14S', '05D', '07D')",20.1507,,627306.0
"('10D', '06C', '05S', '14S', '05D')",20.1506,,627158.0
"('10D', '05S', '14S', '04C', '05D')",20.1504,,627010.0
"('10D', '03S', '05S', '14S', '05D')",20.1503,,626863.0
"('10D', '02D', '05S', '14S', '05D')",20.1502,,626715.0
"('05S', '14S', '08H', '09S', '05D')",20.149800000000003,,626567.0
"('05S', '14S', '09S', '05D', '07D')",20.1497,,626419.0
"('06C', '05S', '14S', '09S', '05D')",20.1496,,626272.0
"('05S', '14S', '04C', '09S', '05D')",20.1494,,626124.0
"('03S', '05S', '14S', '09S', '05D')",20.1493,,625976.0
"('02D', '05S', '14S', '09S', '05D')",20.1492,,625828.0
"('05S', '14S', '08H', '05D', '07D')",20.148699999999998,,625681.0
"('06C', '05S', '14S', '08H', '05D')",20.1486,,625533.0
"('05S', '14S', '08H', '04C', '05D')",20.1484,,625385.0
"('03S', '05S', '14S', '08H', '05D')",20.1483,,625237.0
"('02D', '05S', '14S', '08H', '05D')",20.1482,,625090.0
"('06C', '05S', '14S', '05D', '07D')",20.1476,,624942.0
"('05S', '14S', '04C', '05D', '07D')",20.1474,,624794.0
"('03S', '05S', '14S', '05D', '07D')",20.1473,,624646.0
"('02D', '05S', '14S', '05D', '07D')",20.1472,,624499.0
"('06C', '05S', '14S', '04C', '05D')",20.1464,,624351.0
"('06C', '03S', '05S', '14S', '05D')",20.1463,,624203.0
"('06C', '02D', '05S', '14S', '05D')",20.1462,,624055.0
"('03S', '05S', '14S', '04C', '05D')",20.1443,,623908.0
"('02D', '05S', '14S', '04C', '05D')",20.1442,,623760.0
"('03S', '02D', '05S', '14S', '05D')",20.1432,,623612.0
"('11D', '12D', '05S', '13S', '05D')",20.1431,,623464.0
"('10D', '12D', '05S', '13S', '05D')",20.143,,623317.0
"('12D', '05S', '13S', '09S', '05D')",20.1429,,623169.0
"('12D', '05S', '13S', '08H', '05D')",20.1428,,623021.0
"('12D', '05S', '13S', '05D', '07D')",20.142699999999998,,622873.0
"('06C', '12D', '05S', '13S', '05D')",20.142599999999998,,622726.0
"('12D', '05S', '13S', '04C', '05D')",20.1424,,622578.0
"('03S', '12D', '05S', '13S', '05D')",20.1423,,622430.0
"('12D', '02D', '05S', '13S', '05D')",20.1422,,622282.0
"('11D', '10D', '05S', '13S', '05D')",20.142,,622135.0
"('11D', '05S', '13S', '09S', '05D')",20.1419,,621987.0
"('11D', '05S', '13S', '08H', '05D')",20.1418,,621839.0
"('11D', '05S', '13S', '05D', '07D')",20.141699999999997,,621691.0
"('11D', '06C', '05S', '13S', '05D')",20.141599999999997,,621544.0
"('11D', '05S', '13S', '04C', '05D')",20.141399999999997,,621396.0
"('11D', '03S', '05S', '13S', '05D')",20.141299999999998,,621248.0
"('11D', '02D', '05S', '13S', '05D')",20.141199999999998,,621100.0
"('10D', '05S', '13S', '09S', '05D')",20.140900000000002,,620953.0
"('10D', '05S', '13S', '08H', '05D')",20.140800000000002,,620805.0
"('10D', '05S', '13S', '05D', '07D')",20.1407,,620657.0
"('10D', '06C', '05S', '13S', '05D')",20.1406,,620509.0
"('10D', '05S', '13S', '04C', '05D')",20.1404,,620362.0
"('10D', '03S', '05S', '13S', '05D')",20.1403,,620214.0
"('10D', '02D', '05S', '13S', '05D')",20.1402,,620066.0
"('05S', '13S', '08H', '09S', '05D')",20.1398,,619918.0
"('05S', '13S', '09S', '05D', '07D')",20.139699999999998,,619771.0
"('06C', '05S', '13S', '09S', '05D')",20.139599999999998,,619623.0
"('05S', '13S', '04C', '09S', '05D')",20.1394,,619475.0
"('03S', '05S', '13S', '09S', '05D')",20.1393,,619327.0
"('02D', '05S', '13S', '09S', '05D')",20.1392,,619180.0
"('05S', '13S', '08H', '05D', '07D')",20.138699999999996,,619032.0
"('06C', '05S', '13S', '08H', '05D')",20.138599999999997,,618884.0
"('05S', '13S', '08H', '04C', '05D')",20.138399999999997,,618736.0
"('03S', '05S', '13S', '08H', '05D')",20.138299999999997,,618589.0
"('02D', '05S', '13S', '08H', '05D')",20.138199999999998,,618441.0
"('06C', '05S', '13S', '05D', '07D')",20.1376,,618293.0
"('05S', '13S', '04C', '05D', '07D')",20.1374,,618145.0
"('03S', '05S', '13S', '05D', '07D')",20.1373,,617998.0
"('02D', '05S', '13S', '05D', '07D')",20.1372,,617850.0
"('06C', '05S', '13S', '04C', '05D')",20.1364,,617702.0
"('06C', '03S', '05S', '13S', '05D')",20.1363,,617554.0
"('06C', '02D', '05S', '13S', '05D')",20.1362,,617407.0
"('03S', '05S', '13S', '04C', '05D')",20.1343,,617259.0
"('02D', '05S', '13S', '04C', '05D')",20.1342,,617111.0
"('03S', '02D', '05S', '13S', '05D')",20.1332,,616963.0
"('11D', '10D', '12D', '05S', '05D')",20.132,,616816.0
"('11D', '12D', '05S', '09S', '05D')",20.1319,,616668.0
"('11D', '12D', '05S', '08H', '05D')",20.131800000000002,,616520.0
"('11D', '12D', '05S', '05D', '07D')",20.1317,,616372.0
"('11D', '06C', '12D', '05S', '05D')",20.1316,,616225.0
"('11D', '12D', '05S', '04C', '05D')",20.1314,,616077.0
"('11D', '03S', '12D', '05S', '05D')",20.1313,,615929.0
"('11D', '12D', '02D', '05S', '05D')",20.1312,,615781.0
"('10D', '12D', '05S', '09S', '05D')",20.130900000000004,,615634.0
"('10D', '12D', '05S', '08H', '05D')",20.130800000000004,,615486.0
"('10D', '12D', '05S', '05D', '07D')",20.1307,,615338.0
"('10D', '06C', '12D', '05S', '05D')",20.1306,,615190.0
"('10D', '12D', '05S', '04C', '05D')",20.1304,,615043.0
"('10D', '03S', '12D', '05S', '05D')",20.130300000000002,,614895.0
"('10D', '12D', '02D', '05S', '05D')",20.130200000000002,,614747.0
"('12D', '05S', '08H', '09S', '05D')",20.129800000000003,,614599.0
"('12D', '05S', '09S', '05D', '07D')",20.1297,,614452.0
"('06C', '12D', '05S', '09S', '05D')",20.1296,,614304.0
"('12D', '05S', '04C', '09S', '05D')",20.1294,,614156.0
"('03S', '12D', '05S', '09S', '05D')",20.1293,,614008.0
"('12D', '02D', '05S', '09S', '05D')",20.1292,,613861.0
"('12D', '05S', '08H', '05D', '07D')",20.1287,,613713.0
"('06C', '12D', '05S', '08H', '05D')",20.1286,,613565.0
"('12D', '05S', '08H', '04C', '05D')",20.1284,,613417.0
"('03S', '12D', '05S', '08H', '05D')",20.1283,,613270.0
"('12D', '02D', '05S', '08H', '05D')",20.1282,,613122.0
"('06C', '12D', '05S', '05D', '07D')",20.1276,,612974.0
"('12D', '05S', '04C', '05D', '07D')",20.1274,,612826.0
"('03S', '12D', '05S', '05D', '07D')",20.1273,,612679.0
"('12D', '02D', '05S', '05D', '07D')",20.127200000000002,,612531.0
"('06C', '12D', '05S', '04C', '05D')",20.1264,,612383.0
"('06C', '03S', '12D', '05S', '05D')",20.1263,,612235.0
"('06C', '12D', '02D', '05S', '05D')",20.1262,,612088.0
"('03S', '12D', '05S', '04C', '05D')",20.1243,,611940.0
"('12D', '02D', '05S', '04C', '05D')",20.124200000000002,,611792.0
"('03S', '12D', '02D', '05S', '05D')",20.1232,,611644.0
"('11D', '10D', '05S', '09S', '05D')",20.120900000000002,,611497.0
"('11D', '10D', '05S', '08H', '05D')",20.120800000000003,,611349.0
"('11D', '10D', '05S', '05D', '07D')",20.1207,,611201.0
"('11D', '10D', '06C', '05S', '05D')",20.1206,,611053.0
"('11D', '10D', '05S', '04C', '05D')",20.1204,,610906.0
"('11D', '10D', '03S', '05S', '05D')",20.1203,,610758.0
"('11D', '10D', '02D', '05S', '05D')",20.1202,,610610.0
"('11D', '05S', '08H', '09S', '05D')",20.1198,,610462.0
"('11D', '05S', '09S', '05D', '07D')",20.119699999999998,,610315.0
"('11D', '06C', '05S', '09S', '05D')",20.1196,,610167.0
"('11D', '05S', '04C', '09S', '05D')",20.1194,,610019.0
"('11D', '03S', '05S', '09S', '05D')",20.1193,,609871.0
"('11D', '02D', '05S', '09S', '05D')",20.1192,,609724.0
"('11D', '05S', '08H', '05D', '07D')",20.118699999999997,,609576.0
"('11D', '06C', '05S', '08H', '05D')",20.118599999999997,,609428.0
"('11D', '05S', '08H', '04C', '05D')",20.118399999999998,,609280.0
"('11D', '03S', '05S', '08H', '05D')",20.118299999999998,,609132.0
"('11D', '02D', '05S', '08H', '05D')",20.118199999999998,,608985.0
"('11D', '06C', '05S', '05D', '07D')",20.1176,,608837.0
"('11D', '05S', '04C', '05D', '07D')",20.1174,,608689.0
"('11D', '03S', '05S', '05D', '07D')",20.1173,,608541.0
"('11D', '02D', '05S', '05D', '07D')",20.1172,,608394.0
"('11D', '06C', '05S', '04C', '05D')",20.1164,,608246.0
"('11D', '06C', '03S', '05S', '05D')",20.1163,,608098.0
"('11D', '06C', '02D', '05S', '05D')",20.1162,,607950.0
"('11D', '03S', '05S', '04C', '05D')",20.1143,,607803.0
"('11D', '02D', '05S', '04C', '05D')",20.1142,,607655.0
"('11D', '03S', '02D', '05S', '05D')",20.1132,,607507.0
"('10D', '05S', '08H', '09S', '05D')",20.109800000000003,,607359.0
"('10D', '05S', '09S', '05D', '07D')",20.1097,,607212.0
"('10D', '06C', '05S', '09S', '05D')",20.1096,,607064.0
"('10D', '05S', '04C', '09S', '05D')",20.1094,,606916.0
"('10D', '03S', '05S', '09S', '05D')",20.1093,,606768.0
"('10D', '02D', '05S', '09S', '05D')",20.1092,,606621.0
"('10D', '05S', '08H', '05D', '07D')",20.1087,,606473.0
"('10D', '06C', '05S', '08H', '05D')",20.1086,,606325.0
"('10D', '05S', '08H', '04C', '05D')",20.1084,,606177.0
"('10D', '03S', '05S', '08H', '05D')",20.1083,,606030.0
"('10D', '02D', '05S', '08H', '05D')",20.1082,,605882.0
"('10D', '06C', '05S', '05D', '07D')",20.1076,,605734.0
"('10D', '05S', '04C', '05D', '07D')",20.107400000000002,,605586.0
"('10D', '03S', '05S', '05D', '07D')",20.107300000000002,,605439.0
"('10D', '02D', '05S', '05D', '07D')",20.107200000000002,,605291.0
"('10D', '06C', '05S', '04C', '05D')",20.1064,,605143.0
"('10D', '06C', '03S', '05S', '05D')",20.1063,,604995.0
"('10D', '06C', '02D', '05S', '05D')",20.1062,,604848.0
"('10D', '03S', '05S', '04C', '05D')",20.104300000000002,,604700.0
"('10D', '02D', '05S', '04C', '05D')",20.104200000000002,,604552.0
"('10D', '03S', '02D', '05S', '05D')",20.1032,,604404.0
"('05S', '08H', '09S', '05D', '07D')",20.098699999999997,,604257.0
"('06C', '05S', '08H', '09S', '05D')",20.098599999999998,,604109.0
"('05S', '08H', '04C', '09S', '05D')",20.098399999999998,,603961.0
"('03S', '05S', '08H', '09S', '05D')",20.0983,,603813.0
"('02D', '05S', '08H', '09S', '05D')",20.0982,,603666.0
"('06C', '05S', '09S', '05D', '07D')",20.0976,,603518.0
"('05S', '04C', '09S', '05D', '07D')",20.0974,,603370.0
"('03S', '05S', '09S', '05D', '07D')",20.0973,,603222.0
"('02D', '05S', '09S', '05D', '07D')",20.0972,,603075.0
"('06C', '05S', '04C', '09S', '05D')",20.0964,,602927.0
"('06C', '03S', '05S', '09S', '05D')",20.0963,,602779.0
"('06C', '02D', '05S', '09S', '05D')",20.0962,,602631.0
"('03S', '05S', '04C', '09S', '05D')",20.0943,,602484.0
"('02D', '05S', '04C', '09S', '05D')",20.0942,,602336.0
"('03S', '02D', '05S', '09S', '05D')",20.0932,,602188.0
"('06C', '05S', '08H', '05D', '07D')",20.0876,,602040.0
"('05S', '08H', '04C', '05D', '07D')",20.0874,,601893.0
"('03S', '05S', '08H', '05D', '07D')",20.0873,,601745.0
"('02D', '05S', '08H', '05D', '07D')",20.0872,,601597.0
"('06C', '05S', '08H', '04C', '05D')",20.086399999999998,,601449.0
"('06C', '03S', '05S', '08H', '05D')",20.086299999999998,,601302.0
"('06C', '02D', '05S', '08H', '05D')",20.086199999999998,,601154.0
"('03S', '05S', '08H', '04C', '05D')",20.0843,,601006.0
"('02D', '05S', '08H', '04C', '05D')",20.0842,,600858.0
"('03S', '02D', '05S', '08H', '05D')",20.083199999999998,,600711.0
"('06C', '05S', '04C', '05D', '07D')",20.0764,,600563.0
"('06C', '03S', '05S', '05D', '07D')",20.0763,,600415.0
"('06C', '02D', '05S', '05D', '07D')",20.0762,,600267.0
"('03S', '05S', '04C', '05D', '07D')",20.0743,,600120.0
"('02D', '05S', '04C', '05D', '07D')",20.0742,,599972.0
"('03S', '02D', '05S', '05D', '07D')",20.0732,,599824.0
"('06C', '03S', '05S', '04C', '05D')",20.0643,,599676.0
"('06C', '02D', '05S', '04C', '05D')",20.0642,,599529.0
"('06C', '03S', '02D', '05S', '05D')",20.0632,,599381.0
"('03S', '02D', '05S', '04C', '05D')",20.0432,,599233.0
"('12D', '14S', '13S', '04C', '04D')",19.154200000000003,,599085.0
"('11D', '14S', '13S', '04C', '04D')",19.154100000000003,,598938.0
"('10D', '14S', '13S', '04C', '04D')",19.154000000000003,,598790.0
"('14S', '13S', '04C', '09S', '04D')",19.153900000000004,,598642.0
"('14S', '13S', '08H', '04C', '04D')",19.153800000000004,,598494.0
"('14S', '13S', '04C', '04D', '07D')",19.1537,,598347.0
"('06C', '14S', '13S', '04C', '04D')",19.1536,,598199.0
"('05S', '14S', '13S', '04C', '04D')",19.1535,,598051.0
"('03S', '14S', '13S', '04C', '04D')",19.1533,,597903.0
"('02D', '14S', '13S', '04C', '04D')",19.153200000000002,,597756.0
"('11D', '12D', '14S', '04C', '04D')",19.153100000000002,,597608.0
"('10D', '12D', '14S', '04C', '04D')",19.153000000000002,,597460.0
"('12D', '14S', '04C', '09S', '04D')",19.152900000000002,,597312.0
"('12D', '14S', '08H', '04C', '04D')",19.152800000000003,,597165.0
"('12D', '14S', '04C', '04D', '07D')",19.1527,,597017.0
"('06C', '12D', '14S', '04C', '04D')",19.1526,,596869.0
"('12D', '05S', '14S', '04C', '04D')",19.1525,,596721.0
"('03S', '12D', '14S', '04C', '04D')",19.1523,,596574.0
"('12D', '02D', '14S', '04C', '04D')",19.1522,,596426.0
"('11D', '10D', '14S', '04C', '04D')",19.152,,596278.0
"('11D', '14S', '04C', '09S', '04D')",19.1519,,596130.0
"('11D', '14S', '08H', '04C', '04D')",19.1518,,595983.0
"('11D', '14S', '04C', '04D', '07D')",19.151699999999998,,595835.0
"('11D', '06C', '14S', '04C', '04D')",19.1516,,595687.0
"('11D', '05S', '14S', '04C', '04D')",19.1515,,595539.0
"('11D', '03S', '14S', '04C', '04D')",19.1513,,595392.0
"('11D', '02D', '14S', '04C', '04D')",19.1512,,595244.0
"('10D', '14S', '04C', '09S', '04D')",19.150900000000004,,595096.0
"('10D', '14S', '08H', '04C', '04D')",19.150800000000004,,594948.0
"('10D', '14S', '04C', '04D', '07D')",19.1507,,594801.0
"('10D', '06C', '14S', '04C', '04D')",19.1506,,594653.0
"('10D', '05S', '14S', '04C', '04D')",19.1505,,594505.0
"('10D', '03S', '14S', '04C', '04D')",19.1503,,594357.0
"('10D', '02D', '14S', '04C', '04D')",19.1502,,594210.0
"('14S', '08H', '04C', '09S', '04D')",19.149800000000003,,594062.0
"('14S', '04C', '09S', '04D', '07D')",19.1497,,593914.0
"('06C', '14S', '04C', '09S', '04D')",19.1496,,593766.0
"('05S', '14S', '04C', '09S', '04D')",19.1495,,593619.0
"('03S', '14S', '04C', '09S', '04D')",19.1493,,593471.0
"('02D', '14S', '04C', '09S', '04D')",19.1492,,593323.0
"('14S', '08H', '04C', '04D', '07D')",19.148699999999998,,593175.0
"('06C', '14S', '08H', '04C', '04D')",19.1486,,593028.0
"('05S', '14S', '08H', '04C', '04D')",19.1485,,592880.0
"('03S', '14S', '08H', '04C', '04D')",19.1483,,592732.0
"('02D', '14S', '08H', '04C', '04D')",19.1482,,592584.0
"('06C', '14S', '04C', '04D', '07D')",19.1476,,592437.0
"('05S', '14S', '04C', '04D', '07D')",19.1475,,592289.0
"('03S', '14S', '04C', '04D', '07D')",19.1473,,592141.0
"('02D', '14S', '04C', '04D', '07D')",19.1472,,591993.0
"('06C', '05S', '14S', '04C', '04D')",19.1465,,591846.0
"('06C', '03S', '14S', '04C', '04D')",19.1463,,591698.0
